,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
410,8.294299608857235,12,11.046019206267971,0,38,3,0,2,1,1,0,10.219793524324475,2,1,8.294299608857235
415,9.581972891547895,11,13.57723524613773,1,67,2,1,0,1,2,0,12.77138929548529,5,0,14.324254616776361
420,11.635151947212842,12,0.0,1,46,3,0,3,1,2,0,13.911276088626114,4,0,14.372265686684402
425,9.865837605084222,13,11.969173203349216,1,43,3,1,2,1,1,0,13.070229730019086,4,0,11.64273368518212
430,16.568406710601305,13,14.841105281563589,1,55,3,1,1,1,2,0,14.858258066275946,4,0,18.704113809646667
435,4.624972813284271,9,9.875983398597374,0,37,2,0,2,2,4,1,10.685126264117057,2,1,4.624972813284271
440,14.176676104039727,8,13.890311942980292,1,64,3,1,0,2,3,1,0.0,2,0,16.87116136882157
445,10.203629181337648,11,11.355019808159389,1,38,2,1,2,1,1,0,12.524530013005734,5,0,10.203629181337648
450,7.601402334583733,8,11.355019808159389,1,44,1,0,2,1,1,0,10.785207543360087,2,1,10.67130147767883
455,12.739054008205294,12,12.576550677614923,1,60,3,1,0,1,2,0,10.275085591132715,3,0,14.92433749898519
460,11.820417517632333,12,14.73056344906956,1,60,3,0,0,1,2,0,0.0,5,1,16.605816462411642
465,4.127134385045092,8,9.383539618396707,1,62,2,0,0,2,3,0,6.089044875446846,4,0,4.127134385045092
470,10.62135173563291,9,11.41638805747596,1,31,2,1,3,1,1,0,12.345838935721968,4,0,11.418625774449596
475,11.434974734252892,13,13.748290821525979,1,57,3,1,2,1,1,0,12.52815976788113,4,0,16.061260820053885
480,0.0,2,9.550580764956187,1,58,1,0,1,2,1,0,9.392745258631441,5,0,0.0
485,11.127277689932466,12,13.101454412807064,1,50,3,1,0,1,1,0,0.0,4,0,14.475618401241752
490,7.2485040723706105,10,10.31779779558084,1,70,2,0,0,1,2,0,0.0,1,0,7.2485040723706105
495,6.68586094706836,9,10.386788464403516,0,41,3,0,0,1,1,0,11.264476926102367,3,0,7.170888478512505
500,10.043292972227004,14,12.689345803522986,1,51,2,1,1,1,1,0,12.358368749551493,4,0,13.148033073468746
505,7.8083230503910555,11,10.699154876036824,0,49,1,0,2,2,1,0,9.852246888342531,4,1,10.38779464774131
510,7.223295679562314,8,11.451478997511787,1,47,2,0,2,1,1,0,11.978174056923724,4,0,7.223295679562314
515,10.206956848388238,8,12.172951219287846,1,52,2,1,2,1,1,0,11.6172944892629,5,0,12.660616764976298
520,10.835671318412196,12,12.232589186385791,1,53,2,0,2,1,1,0,12.468440756144114,5,0,12.973401545524444
525,15.323137425686562,14,13.817946214642854,1,77,3,1,0,1,3,0,0.0,5,0,16.62287509335178
530,8.699681400989514,14,13.114612470684651,1,58,3,0,3,1,2,0,14.731801689838349,2,0,13.051943059028227
535,11.104972264124868,9,11.451478997511787,1,52,2,1,0,1,1,0,12.380030154325457,2,0,12.303657509006147
540,14.70545772517636,13,15.328400269608222,1,76,3,1,0,1,2,0,0.0,3,0,18.779424553312406
545,13.592368256649284,12,15.524515109305181,1,40,3,1,3,1,1,0,14.635290829986122,4,0,15.86603821814647
550,11.626977103169516,13,13.379152546081027,1,81,3,1,0,1,3,0,0.0,5,0,16.601822250546693
555,8.648396877031582,12,11.226900308980577,1,56,3,1,0,1,1,0,11.835016210489899,3,0,13.781127166084312
560,10.707751151716078,9,11.439918298765717,1,48,3,1,3,1,2,0,12.793862088206213,5,0,11.780667550692455
565,8.987321812850125,13,11.063113369269185,1,30,2,0,0,2,1,0,12.072832639020023,4,0,8.987321812850125
570,8.000014093678072,10,11.301726487246508,1,47,3,1,0,1,1,0,10.829352306844557,1,0,11.461432150580011
575,8.594339400592892,11,11.496429917961313,1,62,3,0,0,1,1,0,11.992885613168797,5,0,12.640776116195056
580,13.023649611968253,14,15.635534709735996,1,65,3,1,0,1,2,0,0.0,4,0,17.258521474408127
585,8.577535420422398,12,10.540934738927314,0,24,2,0,0,1,1,0,10.085850775128717,3,0,8.891649112650057
590,13.802730236462393,13,16.178754552281323,1,48,3,1,3,1,1,0,14.564092918449106,2,0,17.656924407850404
595,7.155396301896734,8,9.75820678716859,1,66,3,1,0,2,3,0,0.0,2,0,7.155396301896734
600,11.002116507732017,13,11.658397725704077,1,39,3,1,0,2,1,0,12.235636302128867,2,0,12.034696963475044
605,6.2166061010848646,9,10.386788464403516,0,42,0,0,3,2,1,0,10.454523783963511,4,0,7.170888478512505
610,5.303304908059076,10,10.540934738927314,0,31,0,1,1,1,1,0,9.933094897288786,1,0,5.303304908059076
615,8.37816098272068,3,10.87739942351305,1,74,3,0,1,2,3,0,0.0,2,0,12.557964669521446
620,0.6931471805599453,4,9.69367212060944,1,84,1,0,0,2,3,0,9.648659816955295,1,0,6.400257445308821
625,8.648396877031582,12,11.392290774522229,1,37,3,0,0,1,1,0,12.250094315624496,3,0,11.426288563310505
630,8.343077871169383,13,11.518169685974078,1,52,2,1,0,2,1,0,12.612207529288542,5,0,11.200964361058276
635,13.407543823396258,13,14.566260469282453,1,52,3,1,2,1,1,0,0.0,3,0,16.518414271924257
640,7.601402334583733,9,11.128709656194046,1,75,2,0,0,2,3,0,11.776066350866136,3,0,7.601402334583733
645,9.210440366976517,13,12.991915683347502,1,62,3,0,0,1,1,0,12.628070334272698,2,0,14.062371417145494
650,9.942756341456828,10,11.367598443988374,1,32,2,1,1,1,1,0,12.04355959836804,5,0,12.436394371990376
655,6.803505257608338,12,10.482095840823943,0,63,2,0,0,2,1,0,6.329720905522696,5,0,6.803505257608338
660,12.631343648903034,9,13.239390835772962,1,64,3,1,0,1,2,0,14.346139397261565,5,0,13.716795688777268
665,14.395489600328839,8,16.354612387125037,1,79,3,1,0,1,3,0,0.0,5,0,19.26373820224321
670,10.477316144080852,13,13.811021285824332,1,50,3,1,2,1,1,0,13.815511557963774,4,0,15.571556662760937
675,10.043292972227004,12,12.258564547947534,0,45,3,0,1,1,1,1,9.87822102528824,4,0,13.777809729201323
680,5.802118375377063,5,10.31779779558084,1,52,1,0,3,1,3,0,9.642187721358466,1,0,5.802118375377063
685,11.736077016252437,12,11.941393817766459,1,71,3,1,0,2,1,0,11.961456448214491,5,0,12.314931534737134
690,11.38737357979909,12,10.699154876036824,1,39,0,0,1,2,1,0,10.056251557087757,3,0,11.729656499978892
695,10.239995502805316,8,10.674462827538377,1,47,3,1,1,1,1,0,11.450102804235202,3,0,10.34177474101152
700,9.680406499268875,8,10.35288797609956,0,22,2,1,0,1,1,0,9.088285725968877,2,1,10.2328272702548
705,10.34177474101152,12,13.219972784794315,0,53,3,1,0,2,3,0,14.04662307257814,3,0,15.573541046832258
710,5.831882477283517,13,11.010928456106528,0,39,2,1,2,1,1,0,10.27163147557801,5,0,11.516329664103791
715,3.9318256327243257,2,10.204473075038809,0,68,1,0,0,1,3,0,0.0,3,0,3.9318256327243257
720,6.255750041753367,8,10.281431375093115,0,40,1,0,0,2,1,0,0.0,5,0,8.166500319155052
725,3.713572066704308,1,10.35288797609956,1,75,3,0,2,2,3,0,0.0,4,0,3.713572066704308
730,8.24301946898925,8,11.367598443988374,1,67,3,0,0,1,1,0,12.907463255470907,5,0,8.24301946898925
735,10.26014749636236,8,11.276032359350232,1,37,2,1,2,1,2,0,11.461642696843066,4,0,10.26014749636236
740,10.730968928388284,12,11.821849494415464,1,28,3,1,1,1,1,0,12.147388951394372,3,0,12.23442197879482
745,8.556606193773073,11,10.835727530509162,0,46,0,1,0,2,1,0,5.993961427306569,1,1,8.556606193773073
750,6.966967138613983,8,11.30306069379871,1,56,2,0,2,1,1,0,11.299868373857027,2,0,6.966967138613983
755,8.853808274977197,14,12.14462086116848,1,69,3,1,1,1,3,0,9.472781556562168,3,0,17.45349140295008
760,7.496097345175956,7,11.234068703381137,1,77,2,1,0,2,3,0,0.0,5,0,12.215037342290755
765,8.853808274977197,12,10.64914561257346,0,34,1,1,0,2,1,0,10.861131337893761,3,0,8.853808274977197
770,15.797890524542016,12,16.908360154001652,1,63,3,1,0,1,1,0,0.0,4,0,18.859193712556678
775,8.294299608857235,12,11.580689440046534,1,76,3,1,0,1,2,0,12.01830227085359,4,0,10.275085591132715
780,7.244941546337007,2,11.046019206267971,1,72,1,1,1,1,1,0,9.792611856190192,5,1,7.244941546337007
785,13.157732451741687,8,10.769770904774587,1,78,2,1,0,1,3,0,5.993961427306569,4,0,13.719000758904409
790,0.0,8,9.08980721551555,0,29,1,1,1,2,4,0,0.0,4,0,0.0
795,7.905072849498666,11,10.792243293398966,1,85,3,0,1,2,3,0,9.820160289946374,5,0,7.905072849498666
800,11.128012703048789,13,12.440885314014933,1,45,2,1,2,1,1,0,12.504327379899443,2,0,13.35037665234405
805,10.645448706505872,8,11.74774208708152,1,67,2,1,0,1,3,0,10.485731104959568,3,0,13.415332946376147
810,11.63956692643747,2,14.423944319315101,1,62,2,1,0,1,3,0,14.151983508870947,4,0,16.85236083022496
815,10.596659732783579,13,11.316305758236654,0,39,2,1,0,2,1,0,9.646722582719068,5,0,12.019749091416921
820,9.116139576577355,2,10.511947979456522,1,66,2,1,0,1,2,0,14.196410395373745,3,0,9.116139576577355
825,11.571203807011969,14,17.60248770408975,1,87,3,1,0,1,2,0,0.0,2,0,20.207973587644094
830,12.354065835437861,12,13.173826267837656,1,68,3,1,0,1,3,0,0.0,5,0,17.776931181119814
835,13.484226240787052,13,13.286347737247365,1,41,3,1,2,1,1,0,12.754196944209095,2,0,15.287064992603373
840,7.438971592395862,12,11.730500418141487,1,31,2,1,1,1,1,0,12.04355959836804,4,0,12.137263685701864
845,8.909370405197466,8,11.41638805747596,1,54,3,0,0,1,1,0,9.503084610020228,5,1,12.130276325842603
850,10.239995502805316,12,11.686049021222916,1,50,2,1,4,1,1,0,11.983060335603437,3,0,10.933124826700707
855,16.274586533231687,14,15.347268749797214,1,58,3,1,4,1,2,0,15.85932505153463,5,0,18.047789320794955
860,12.657151449598695,14,13.060908402931776,1,74,3,1,0,1,3,0,0.0,2,1,16.585972081820973
865,4.61512051684126,8,8.85750474181683,0,56,1,0,0,2,3,0,0.0,1,0,4.61512051684126
870,12.837347081942964,12,13.353749018292671,1,63,3,1,0,1,1,0,12.650761671914688,5,0,15.568009486579278
875,11.211833885608513,12,11.518169685974078,1,64,3,0,0,1,1,0,9.210440366976517,4,0,14.275401349403301
880,10.275085591132715,12,11.549918073413814,1,50,3,0,3,1,1,0,12.359656021613945,2,0,12.269052139516223
885,5.017279836814924,8,9.930047914868675,1,62,1,0,0,2,1,0,0.0,2,0,5.017279836814924
890,13.081543466215237,11,15.479280269723738,1,79,3,1,0,1,2,0,14.532423580331772,3,0,16.468048119608387
895,7.824445930877619,9,10.16365262239305,0,21,3,1,0,2,1,0,0.0,4,0,8.160803920954665
900,13.119160252873913,11,14.305425787551254,1,61,2,1,0,1,2,0,15.321807933208326,1,0,17.737947173054
905,6.710523109452428,12,10.596503161315887,0,40,3,0,0,2,1,0,11.682170225273435,5,1,7.550135342488429
910,11.884495917930655,12,13.639713957447423,1,52,3,1,4,1,1,0,12.682309930111785,5,0,16.1972118680335
915,7.00397413672268,9,11.610542128340578,1,51,1,0,1,2,1,0,11.90868361260825,5,0,7.00397413672268
920,8.006700845440367,8,10.992910250981359,0,52,2,1,0,1,1,0,10.16203685698089,5,0,10.950824090522445
925,7.601402334583733,7,9.550580764956187,0,74,0,1,0,2,3,0,0.0,2,0,7.601402334583733
930,7.601402334583733,8,10.243692364956795,0,27,1,0,0,2,1,0,9.62911649414402,1,1,7.601402334583733
935,10.687411927154141,12,10.769770904774587,0,69,1,1,0,2,1,0,0.0,4,0,12.234664961456772
940,10.12667110305036,9,11.686049021222916,0,43,1,0,0,2,1,0,8.006700845440367,5,1,10.12667110305036
945,10.636119834372657,13,11.639529406064158,1,73,2,1,0,1,3,0,11.52387529615648,5,0,13.722968642976783
950,8.03947991910045,8,9.288237848223762,1,91,3,0,0,2,3,0,0.0,4,0,8.03947991910045
955,7.450660796211539,4,10.31779779558084,0,42,2,0,1,1,1,0,10.819798284210286,2,1,7.450660796211539
960,8.294299608857235,8,11.112709551691127,0,31,1,0,1,1,1,1,5.707110264748875,1,0,8.294299608857235
965,4.51085950651685,8,9.550580764956187,0,21,3,0,0,2,4,0,0.0,2,0,4.51085950651685
970,15.479298577968338,12,15.272081851788203,1,62,3,1,2,1,2,0,15.539883186775358,5,0,16.462767818918646
975,10.915106645867503,12,14.844973756944004,1,63,3,1,0,1,1,0,12.531776395271262,5,0,12.779875885354993
980,10.968215530759236,13,12.542391878732674,1,52,3,1,0,1,1,0,12.273735966890268,5,0,14.307765407391587
985,7.0909098220799835,3,10.030126736355644,0,48,2,0,2,2,4,0,0.0,2,0,7.0909098220799835
990,7.544861068658458,7,10.596503161315887,1,82,3,0,0,2,3,0,11.502885230075814,2,0,7.544861068658458
995,14.310207409556293,8,14.776256658858411,1,75,3,1,0,1,3,0,0.0,3,0,16.930802110941475
1000,8.962007209588313,12,12.283882237332369,1,43,3,0,2,1,1,0,12.144096172875006,3,0,11.81894585784987
1005,9.967447781495006,9,11.212407496011593,1,76,3,1,0,1,3,0,9.99884318585288,4,0,12.351561635278546
1010,9.741027444837728,13,11.496429917961313,1,73,3,1,0,2,3,0,0.0,4,0,14.136144456244882
1015,10.896757843893464,13,11.219680157476482,1,62,2,1,0,1,3,0,13.048288327785578,5,0,12.804911893867851
1020,8.575650760987806,13,10.95586961402582,0,60,3,0,0,2,2,0,12.655876756228816,5,0,8.575650760987806
1025,13.116347317149176,13,14.058830746545782,1,54,3,1,3,2,2,0,13.883170141017091,3,0,15.83692579458963
1030,12.38380451915696,10,11.962300367785085,1,56,3,1,1,2,1,0,0.0,1,0,14.025691253324744
1035,10.668978650219241,12,10.204473075038809,1,67,2,1,0,2,3,0,0.0,4,0,13.8915461710239
1040,6.133398042996649,8,10.814221753204105,0,42,2,0,2,2,3,0,0.0,5,0,6.133398042996649
1045,7.601402334583733,8,11.144457783705516,1,41,2,0,1,1,1,0,0.0,5,0,11.002116507732017
1050,11.722383799419628,13,12.53167836081994,1,59,2,1,0,1,3,0,12.611541086966115,5,0,14.83950741240823
1055,7.937731775260109,8,10.814221753204105,0,54,1,0,3,2,1,0,8.497194544909547,5,0,7.937731775260109
1060,11.932300052847731,8,13.074607218350305,1,61,3,0,0,1,2,0,0.0,5,0,13.766426400583073
1065,13.639847980870867,12,15.345631897212035,1,74,3,1,0,1,3,0,15.57887072413838,5,0,17.925382297227287
1070,10.085850775128717,10,11.982778769792814,1,68,3,1,0,1,3,0,11.441440204346033,5,0,10.434145214930487
1075,2.3978952727983707,5,9.550580764956187,0,62,2,0,0,2,3,0,0.0,5,0,2.3978952727983707
1080,9.210440366976517,12,9.818828007928495,1,81,3,0,0,2,3,0,0.0,3,0,9.210440366976517
1085,7.8826922062890254,9,9.383539618396707,0,77,1,0,0,2,3,0,0.0,5,0,7.8826922062890254
1090,8.456593569287309,11,12.332672181245634,1,33,1,0,2,1,1,0,13.155026095375646,1,0,11.71754652925895
1095,6.803505257608338,7,9.470543987306165,0,45,1,0,3,1,2,0,10.308985993422082,3,1,6.803505257608338
1100,9.472781556562168,14,10.91740401772286,0,75,2,1,0,2,3,0,0.0,5,1,12.297288089699112
1105,13.94960516695268,12,13.807758643473145,1,62,3,1,0,1,2,0,14.403297778421795,5,0,16.997631149484544
1110,9.60245002503719,9,11.159961747859198,1,50,1,1,0,2,1,0,0.0,2,0,11.781432363235949
1115,6.111467339502679,8,10.511947979456522,0,29,2,0,2,2,1,0,0.0,5,0,6.111467339502679
1120,12.623140184369177,12,13.585432002979864,1,41,3,1,2,1,1,1,13.161586013632684,3,0,15.028492953757103
1125,5.351858133476067,1,10.674462827538377,0,46,1,0,0,1,1,0,0.0,3,0,5.351858133476067
1130,10.211009016314167,12,11.773059697378923,1,39,3,0,2,1,1,0,12.926350926565435,4,0,13.398783774566539
1135,1.791759469228055,9,10.511947979456522,0,60,2,0,0,2,1,0,9.38437770918244,1,1,1.791759469228055
1140,0.0,4,9.69367212060944,0,67,2,1,0,2,3,0,0.0,5,0,0.0
1145,8.006700845440367,13,11.046019206267971,1,41,2,0,0,2,1,0,12.382547979752006,5,0,8.77971129020447
1150,5.529429087511423,11,9.930047914868675,0,54,2,0,0,2,3,0,9.99884318585288,1,0,5.529429087511423
1155,14.585619242623203,14,15.137470384633229,1,58,3,1,0,1,2,1,12.013706813470414,2,0,15.833874383008219
1160,5.303304908059076,8,10.792243293398966,1,70,3,0,0,1,3,0,10.868587496017359,1,0,9.913487387114461
1165,8.594339400592892,12,10.243692364956795,1,71,3,1,0,1,1,0,12.67420264562853,5,0,9.642187721358466
1170,12.92396365688101,9,12.216673809199175,1,79,3,1,0,1,3,0,0.0,5,0,15.759564843111866
1175,9.259225769705994,12,11.813881383532228,1,70,3,1,1,1,3,0,7.601402334583733,5,0,12.964775798198861
1180,9.296609807128359,8,10.674462827538377,1,63,3,1,0,1,3,0,5.707110264748875,5,0,9.296609807128359
1185,5.303304908059076,3,9.69367212060944,0,69,3,0,0,2,3,0,0.0,3,0,5.303304908059076
1190,10.950824090522445,13,12.854859771599198,1,70,0,1,0,1,2,0,13.444448325847754,2,0,15.741946742850622
1195,2.3978952727983707,8,10.540934738927314,0,21,3,0,2,1,1,0,9.952325334619427,4,0,2.3978952727983707
1200,6.90875477931522,8,11.73915841150484,1,36,3,0,3,1,1,0,12.892449458789203,5,0,12.91657092142417
1205,8.294299608857235,9,9.875983398597374,1,62,3,0,1,2,1,0,11.616393190430356,3,0,9.692828247710418
1210,9.071193240566025,9,11.128709656194046,1,50,3,1,2,2,1,0,11.286037411751035,5,0,9.539716058977092
1215,12.190964083849375,9,12.51895339047802,1,65,3,1,0,1,2,0,12.94491234034926,4,0,12.190964083849375
1220,8.999742789830492,13,11.175229004346514,1,57,2,0,0,2,3,0,12.906197922445111,1,0,8.999742789830492
1225,8.006700845440367,2,11.079920226254767,0,35,2,0,2,1,2,0,0.0,4,0,8.006700845440367
1230,11.394153190178114,12,12.757004250263085,1,52,2,1,2,1,1,0,14.375126917328105,4,0,13.96375899664173
1235,11.655301379246426,10,10.936821754744528,1,59,2,1,0,1,1,0,11.813037464800539,5,0,12.161603382806213
1240,6.530877627725885,8,10.569104881654322,0,55,1,0,1,1,1,0,9.751559401061966,5,0,6.530877627725885
1245,11.440365524765756,14,12.766306616236962,1,52,3,1,0,1,1,0,10.491301994830229,5,0,15.085833023572862
1250,4.61512051684126,12,10.204473075038809,0,40,1,0,0,2,1,0,9.711176264112805,4,0,4.61512051684126
1255,4.61512051684126,8,10.482095840823943,0,43,3,0,1,2,1,0,0.0,4,0,8.630700432209832
1260,12.54254845357358,12,12.323102772577545,1,64,3,1,0,1,2,0,10.596659732783579,2,0,15.10427505259708
1265,6.274762021241939,8,10.699154876036824,0,20,1,0,2,2,1,0,7.01301578963963,5,1,6.274762021241939
1270,10.524090921620362,8,11.845379821066128,1,72,2,0,0,1,2,0,11.995357787034976,1,0,10.803669227477098
1275,7.170888478512505,13,9.930047914868675,0,26,2,0,0,2,1,0,8.525359754082631,2,0,7.496097345175956
1280,9.680406499268875,14,12.526827418238932,0,58,3,1,0,2,1,0,0.0,5,0,15.230392618890372
1285,13.429849547739444,14,14.163343367496264,1,56,3,1,0,1,2,0,13.70122253263775,5,0,14.459993091477184
1290,4.61512051684126,8,10.511947979456522,0,52,3,0,0,1,1,0,9.105090961257085,3,1,4.61512051684126
1295,5.351858133476067,12,0.0,1,78,2,0,1,1,1,0,13.102162710901053,1,0,5.351858133476067
1300,9.038483865029992,12,10.91740401772286,0,39,2,0,2,1,1,0,11.314486721293981,5,0,11.319595537796637
1305,9.575052927597383,8,9.470543987306165,1,65,2,1,0,2,3,0,5.707110264748875,4,0,9.575052927597383
1310,5.802118375377063,8,10.31779779558084,1,48,2,0,3,1,2,0,9.210440366976517,3,0,5.802118375377063
1315,8.517393171418904,12,17.13914485451019,1,79,3,1,1,1,3,0,13.062615496138552,2,0,17.177100519711725
1320,8.612685172875459,14,12.397210427038146,1,64,3,0,0,1,1,0,12.52815976788113,1,0,12.200059603373045
1325,0.6931471805599453,8,10.74678187553037,1,63,3,0,1,2,3,0,12.899222326086994,5,0,0.6931471805599453
1330,8.922791623969637,12,10.992910250981359,0,51,2,1,1,2,1,0,9.79929302351827,4,0,10.736853093036018
1335,7.824445930877619,8,10.769770904774587,1,66,3,0,0,1,3,0,12.503213591456063,5,1,7.824445930877619
1340,14.115615891155079,14,13.26969613214558,1,68,1,1,0,1,3,0,0.0,5,0,16.80210122406016
1345,9.310276200588783,12,10.482095840823943,0,38,2,1,0,2,1,0,9.148571345578551,4,0,11.198913106339084
1350,12.092909546513004,13,13.286347737247365,0,37,3,1,2,1,1,0,10.839600519357369,2,0,14.525318671155993
1355,9.99884318585288,12,11.30306069379871,1,61,2,1,0,1,2,0,12.065090709265014,4,0,11.835016210489899
1360,11.729656499978892,14,11.439918298765717,1,73,3,0,0,2,3,0,12.190964083849375,4,0,13.849139705874752
1365,8.55468163582723,8,11.234068703381137,0,35,1,1,2,1,1,0,6.2166061010848646,4,1,8.55468163582723
1370,12.071975378543236,11,12.243060435545859,1,61,3,1,0,1,3,0,0.0,2,0,14.661765446073503
1375,8.922791623969637,14,11.248253152234346,1,59,3,0,0,2,2,0,11.736077016252437,5,1,8.922791623969637
1380,8.517393171418904,13,7.679169891098901,0,39,3,0,0,2,4,0,0.0,4,0,10.985309671896763
1385,9.04793908261736,12,11.485380194730258,1,31,2,0,3,1,1,0,11.156264806643742,4,0,11.19135563385109
1390,10.571342565808699,12,13.112431449146431,1,47,2,0,2,1,2,0,14.473549079276907,2,0,14.246644062593385
1395,10.807725945886109,8,12.138857187204595,1,55,1,1,1,1,2,0,8.517393171418904,1,0,13.554666437492209
1400,7.00397413672268,9,10.31779779558084,0,26,2,0,0,2,1,0,3.9318256327243257,3,0,7.00397413672268
1405,10.91018555548575,8,11.610542128340578,0,39,2,0,1,1,1,0,13.10093747330697,5,0,12.062958340260431
1410,11.225256725762893,8,10.85678052964002,1,90,1,1,0,2,3,0,11.289794413577894,5,0,11.813037464800539
1415,9.692828247710418,13,11.485380194730258,1,65,3,0,0,1,1,0,11.736077016252437,3,0,12.837878854006087
1420,8.699681400989514,8,9.818828007928495,1,48,2,0,0,2,1,0,4.51085950651685,2,0,8.699681400989514
1425,12.994532278619134,13,12.689345803522986,0,48,3,0,1,1,1,0,0.0,5,0,13.07107218827772
1430,6.2166061010848646,12,10.540934738927314,1,59,1,0,0,2,1,0,5.707110264748875,4,0,7.650168700845001
1435,15.484160518531617,12,18.628724195070475,1,72,3,1,0,1,1,0,0.0,5,0,18.541667539861646
1440,8.101980731853192,9,10.386788464403516,0,57,1,0,0,2,2,0,8.517393171418904,5,0,8.101980731853192
1445,3.4339872044851463,9,9.75820678716859,0,36,2,0,0,2,3,0,0.0,1,0,7.601402334583733
1450,10.477597786622002,9,11.730500418141487,1,59,2,0,0,1,1,0,12.220966184120165,2,0,14.288965100951893
1455,5.707110264748875,8,10.281431375093115,0,55,3,0,1,2,1,0,0.0,5,0,5.707110264748875
1460,8.086717920303906,12,9.75820678716859,0,73,2,0,1,2,2,0,11.51782345023242,5,0,9.632400353656184
1465,13.664688831019712,13,13.04934760525682,1,50,3,0,4,1,1,0,13.169248871698304,5,0,14.793837056697662
1470,8.853808274977197,13,11.580689440046534,1,53,3,1,0,2,1,0,12.32785212918379,5,0,9.852246888342531
1475,5.8888779583328805,8,8.653441606018836,0,31,3,0,0,2,4,0,0.0,1,0,5.8888779583328805
1480,10.32584255331256,10,11.658397725704077,1,63,1,0,2,1,3,0,11.765247163561801,4,0,10.32584255331256
1485,10.407318772389159,8,12.56529356217316,1,41,2,0,0,1,1,0,12.800506612529052,5,0,12.359227115018937
1490,13.65882282921501,14,0.0,1,52,3,0,3,1,2,1,11.314486721293981,1,0,15.030711391390703
1495,8.131824785007195,12,11.428222385556161,1,64,2,0,0,1,2,0,12.764547783171325,5,1,10.6782377612977
1500,5.303304908059076,8,10.16365262239305,0,27,3,1,1,2,1,0,0.0,2,0,5.303304908059076
1505,4.61512051684126,8,11.046019206267971,0,64,3,0,0,2,1,0,10.947309210188068,3,1,12.571066392083603
1510,10.545367754151743,10,11.404411999129266,1,61,2,0,0,2,1,0,12.094252421922532,3,1,10.859018228147887
1515,9.61587214452889,12,12.374636199286815,1,67,3,0,0,1,3,0,12.20507715018907,2,0,15.848253627610632
1520,8.881975184248867,11,10.451325058234776,1,57,3,1,0,1,3,0,12.853963535427878,5,0,8.97094039814245
1525,8.987321812850125,4,10.723251890363157,0,45,1,0,1,1,1,0,7.00397413672268,5,0,8.987321812850125
1530,7.601402334583733,10,10.076644749570697,1,59,3,0,1,2,3,0,8.824824939175638,5,0,8.412054873292933
1535,9.559658319461347,8,10.674462827538377,1,74,1,0,0,1,3,0,9.99884318585288,5,0,9.559658319461347
1540,6.2166061010848646,10,11.028627743384128,0,66,3,0,0,1,3,0,6.621405651764134,5,1,9.259225769705994
1545,9.711176264112805,13,15.587094754974654,1,64,3,1,0,1,2,0,0.0,3,0,18.88513463308929
1550,9.210440366976517,8,11.392290774522229,1,64,3,0,0,1,1,0,11.711784520403112,2,0,12.616196883019061
1555,7.273092595999522,12,10.792243293398966,0,49,2,0,2,2,1,0,10.128669025875903,5,1,9.318387276059317
1560,11.48082573731012,10,12.930983275509183,1,64,2,1,0,1,3,0,0.0,4,0,14.7812925415219
1565,6.53813982376767,5,10.41957729248823,0,58,0,0,1,2,3,1,0.0,3,0,6.53813982376767
1570,8.35490952835879,11,11.234068703381137,1,51,3,0,0,1,1,0,12.51723073716405,3,0,10.027959280046968
1575,10.94889243537189,13,11.667700038278326,1,44,3,1,2,1,1,0,12.483708170000067,5,0,11.797284522317934
1580,9.852246888342531,14,11.883406949070103,1,77,3,1,0,1,2,0,12.6410997921206,5,0,14.241432327807471
1585,5.942799375126701,8,10.64914561257346,0,35,2,0,3,1,1,1,0.0,5,0,8.761080103868347
1590,13.063888568084156,8,14.350740956645689,1,65,3,0,0,1,2,0,13.996164892381724,5,0,15.09661133393711
1595,7.824445930877619,-1,9.383539618396707,0,74,3,0,0,1,3,0,0.0,3,0,7.824445930877619
1600,13.171155446333852,14,12.370059551652831,1,61,3,1,0,1,2,0,0.0,4,0,15.564710586686562
1605,5.484796933490655,6,10.121094683881875,0,61,2,0,0,2,3,0,0.0,5,0,5.484796933490655
1610,9.084890521258767,12,10.41957729248823,1,49,3,0,0,2,4,1,12.433212202169729,5,0,14.725308658247348
1615,6.68586094706836,4,8.973561317359966,0,46,1,0,0,2,3,0,7.00397413672268,3,0,6.68586094706836
1620,7.901377353792616,12,11.549918073413814,0,26,3,1,0,2,1,0,0.0,4,0,9.278092474027002
1625,6.621405651764134,8,10.540934738927314,0,26,2,0,0,1,2,0,10.085850775128717,1,0,6.621405651764134
1630,9.332646496360152,8,10.31779779558084,0,45,1,0,1,2,1,0,0.0,2,0,10.55323128448846
1635,9.61587214452889,8,11.079920226254767,0,68,3,0,1,1,1,0,8.764209507142004,4,0,9.61587214452889
1640,9.241935933565934,8,11.175229004346514,0,56,2,0,1,1,1,0,8.665785595466064,4,0,10.06266841688844
1645,11.695255355062795,14,14.231215972568375,1,83,3,1,0,1,2,0,12.388398368982115,5,0,16.22110349124454
1650,12.793862088206213,14,13.377478908120041,1,71,3,1,0,2,3,0,13.989464705423494,5,0,15.923539677973178
1655,10.819798284210286,10,11.667700038278326,1,39,1,0,1,2,1,0,9.305741456739435,4,0,11.264476926102367
