,NETWORTH,INCOME,FIN,NFIN,DEBT,EQUITY,STOCKS,HHOUSES,BUS,RETQLIQ,YESFINRISK,SPENDMOR,LATE,EMERGSAV,LIQ,FINLIT,AGE,EDUC,MARRIED,KIDS,OCCAT1,RET_ASSETS
0,762100.0,38804.734469,258100,699000.0,195000,49000.0,0,1,0,245000,0,5,0,1,13100,1,70,9,2,2,3,503100
5,721800.0,224829.65932,140500,1100000.0,518700,30000.0,0,1,460000,100000,0,3,0,1,40500,3,46,12,2,0,2,240500
10,43597590.0,445335.67134,60492890,684700.0,17580000,60482000.0,59680000,1,0,459000,0,3,1,1,10890,3,68,14,1,0,3,60951890
15,2203000.0,152408.56713,2163000,40000.0,0,1724000.0,0,0,0,1499000,0,3,0,1,164000,3,74,12,2,0,3,3662000
20,4100.0,56207.41483,1100,14000.0,11000,0.0,0,0,0,0,0,2,0,0,1100,0,19,8,1,0,1,1100
25,7232000.0,283198.8978,5728000,1615000.0,111000,4520750.0,4200000,1,0,795000,0,5,0,0,184000,2,74,12,1,0,3,6523000
30,70669800.0,13435733.968,13436800,57233000.0,0,10913000.0,6340000,1,40650000,1729500,0,2,0,1,117000,3,52,13,1,1,2,15166300
35,1500.0,39993.737475,1500,0.0,0,0.0,0,0,0,0,0,3,0,0,1500,1,60,12,2,0,3,1500
40,6406100.0,670165.33066,295000,7036100.0,925000,80000.0,80000,1,3210000,0,1,5,0,1,215000,3,43,12,1,2,2,295000
45,211350.0,43236.472946,27950,366800.0,183400,0.0,0,1,0,0,0,4,1,0,27950,2,67,12,1,0,3,27950
50,324500.0,211858.71743,20500,486000.0,182000,0.0,0,1,0,0,0,2,0,1,20500,3,46,13,2,0,1,20500
55,1320.0,42155.561122,1950,10000.0,10630,0.0,0,0,0,0,0,5,0,1,1950,2,51,9,2,1,1,1950
60,217000.0,18915.956914,204000,13000.0,0,41000.0,0,0,0,41000,0,3,0,1,13000,3,77,12,2,0,3,245000
65,422190.0,58369.238477,510,545000.0,123320,0.0,0,1,0,0,0,2,0,0,510,0,57,8,2,2,1,510
70,-163980.0,113495.74148,43620,36000.0,243600,450.0,0,0,0,7350,0,2,0,1,36020,2,30,13,1,0,1,50970
75,292790.0,55126.503006,3290,311800.0,22300,0.0,0,1,0,0,0,4,0,0,3290,0,56,8,1,1,1,3290
80,22750.0,22699.148297,2650,20700.0,600,0.0,0,1,0,0,0,5,1,0,2650,2,70,4,1,0,3,2650
85,1051200.0,81068.386774,428100,623100.0,0,0.0,0,1,0,320000,0,5,0,0,58100,1,57,8,1,0,3,748100
90,44000.0,49721.943888,13000,31000.0,0,0.0,0,0,10000,0,0,4,0,0,13000,2,32,12,2,0,2,13000
95,84500.0,86472.945892,2500,227800.0,145800,0.0,0,1,0,0,1,4,0,0,2500,3,46,13,2,0,1,2500
100,46867500.0,1887272.0441,31082000,15785500.0,0,19910000.0,19280000,1,13970000,1260000,0,5,0,1,207000,2,75,12,1,0,2,32342000
105,3435200.0,306978.95792,2877200,558000.0,0,936150.0,50000,1,0,2298000,0,1,0,1,425200,3,52,12,1,2,1,5175200
110,82900.0,57288.326653,1000,115700.0,33800,0.0,0,1,0,0,0,3,0,0,1000,3,62,10,1,0,3,1000
115,2391000.0,324273.54709,1598000,958000.0,165000,969250.0,133000,1,0,545000,0,4,0,1,220000,3,63,14,1,0,1,2143000
120,86456000.0,3480536.0721,11540000,75696000.0,780000,8770000.0,5000000,1,60000000,4970000,0,2,0,1,1570000,3,57,12,1,0,2,16510000
125,2620.0,42155.561122,2420,10000.0,9800,2000.0,0,0,0,2000,0,4,1,0,320,0,41,8,2,3,1,4420
130,520.0,12970.941884,520,0.0,0,0.0,0,0,0,0,0,5,0,0,520,2,19,9,2,0,4,520
135,-700.0,71340.180361,300,0.0,1000,0.0,0,0,0,0,0,4,1,0,300,2,51,8,1,1,1,300
140,432700.0,43236.472946,3700,557000.0,128000,0.0,0,0,500000,0,0,4,0,0,3700,1,62,11,2,0,1,3700
145,2720900.0,95120.240481,1445000,1275900.0,0,494000.0,222000,1,29000,680000,0,4,0,1,230000,3,68,12,1,0,3,2125000
150,7760.0,43236.472946,960,6800.0,0,0.0,0,0,0,0,1,2,0,1,960,2,23,9,2,0,1,960
155,357500.0,324273.54709,36000,762000.0,440500,30000.0,0,1,23000,30000,0,2,0,0,6000,3,52,8,1,0,1,66000
160,87400.0,70259.268537,22500,106700.0,41800,22000.0,0,1,0,22000,0,5,0,0,500,2,42,11,2,1,1,44500
165,4876500.0,717725.4509,1932500,3582000.0,638000,661000.0,0,1,0,775000,0,2,0,1,1022500,3,42,12,1,2,1,2707500
170,445800.0,54045.591182,1000,704800.0,260000,0.0,0,1,0,0,0,3,0,0,1000,2,50,12,2,0,1,1000
175,24000.0,36751.002004,9000,15000.0,0,0.0,0,0,0,0,0,5,0,0,2000,2,49,3,1,0,2,9000
180,14100.0,54045.591182,800,13300.0,0,0.0,0,0,0,0,0,4,0,0,800,2,55,6,1,0,1,800
185,42184000.0,6409807.1142,22731000,19453000.0,0,6471200.0,0,1,904000,7269000,0,2,0,1,10290000,3,67,14,1,0,2,30000000
190,615000.0,9728.2064128,4000,684000.0,73000,0.0,0,1,20000,0,0,5,0,0,4000,2,60,8,2,0,1,4000
195,158900.0,171864.97996,114400,282000.0,237500,90250.0,1000,1,0,105000,0,5,0,0,8400,3,52,13,1,0,1,219400
200,350430.0,16213.677355,288920,63000.0,1490,265000.0,0,1,0,265000,0,4,1,1,1920,2,69,11,1,1,3,553920
205,20690.0,48641.032064,19400,40000.0,38710,0.0,0,0,0,0,1,5,0,0,11400,3,73,8,2,0,1,19400
210,100.0,12970.941884,100,0.0,0,0.0,0,0,0,0,0,2,0,0,100,1,68,4,2,0,3,100
215,101300.0,3891.2825651,106300,100000.0,105000,0.0,0,1,0,0,0,4,1,0,300,2,36,10,2,0,4,106300
220,5000.0,10809.118236,2200,5800.0,3000,0.0,0,0,0,0,0,1,1,0,2000,1,53,8,2,0,1,2200
225,1167030.0,75663.827655,1044300,164000.0,41270,782750.0,269000,1,0,650000,0,4,0,1,10300,2,81,12,2,1,3,1694300
230,20700.0,86472.945892,21800,4900.0,6000,0.0,0,0,0,0,0,5,0,1,21800,2,61,9,2,0,2,21800
235,6288100.0,1020380.7615,769100,6373000.0,854000,173800.0,10000,1,4500000,250000,1,5,0,0,189100,3,55,12,1,1,2,1019100
240,55896000.0,5577505.01,28306000,31060000.0,3470000,23414600.0,1970000,1,21720000,2230000,0,2,0,1,606000,3,61,12,1,0,2,30536000
245,921100.0,281037.07415,673000,713000.0,464900,431000.0,4000,1,0,610000,0,5,0,1,59000,2,56,12,1,3,1,1283000
250,800000.0,255095.19038,111000,1800000.0,1111000,60000.0,60000,1,0,0,0,4,0,1,46000,3,39,14,1,2,1,111000
255,75090.0,22699.148297,90,75000.0,0,0.0,0,1,0,0,0,1,0,0,90,2,50,8,1,5,4,90
260,4097000.0,297250.7515,2783000,1314000.0,0,1162500.0,0,0,750000,2345000,0,4,0,1,38000,3,57,12,1,0,2,5128000
265,-54320.0,64854.709419,680,0.0,55000,0.0,0,0,0,0,0,2,1,0,680,2,39,12,2,0,1,680
270,12980.0,63773.797595,2670,45310.0,35000,780.0,780,0,10,0,0,4,0,0,1890,3,25,8,1,0,1,2670
275,242800.0,79987.47495,9000,387800.0,154000,0.0,0,1,0,0,0,2,0,1,9000,3,54,9,2,2,1,9000
280,155900.0,127547.59519,4500,300000.0,148600,0.0,0,1,0,0,0,2,0,0,4500,2,58,9,1,1,3,4500
285,-17495.0,6485.4709419,3055,19000.0,39550,0.0,0,0,0,1100,0,5,0,0,1955,2,34,8,2,0,1,4155
290,412500.0,136194.88978,108500,304000.0,0,0.0,0,1,0,0,0,5,0,1,98500,3,63,13,2,0,1,108500
295,9803500.0,2561761.022,2467500,9386000.0,2050000,2215000.0,260000,1,2500000,1955000,0,2,0,0,252500,3,65,13,2,0,2,4422500
300,10354000.0,1189003.006,3922000,9880000.0,3448000,2679100.0,1080000,1,1860000,1491000,0,1,0,1,51000,3,58,12,1,0,2,5413000
305,28221.0,30265.531062,221,28300.0,300,0.0,0,0,0,0,0,5,0,0,221,2,50,10,1,0,3,221
310,936000.0,114576.65331,456000,545500.0,65500,64300.0,0,1,291500,362000,0,5,0,0,57000,3,53,8,1,0,2,818000
315,518750.0,237800.6012,63000,751000.0,295250,49000.0,0,1,100000,49000,0,4,0,1,14000,3,37,12,1,0,1,112000
320,105400.0,102686.62325,15500,320000.0,230100,0.0,0,1,0,0,0,3,0,1,15500,2,35,13,1,2,1,15500
325,1715710.0,404261.02204,639000,2020000.0,943290,155000.0,10000,1,500000,125000,0,4,0,1,484000,2,33,12,1,0,2,764000
330,58000.0,27022.795591,30000,28000.0,0,0.0,0,1,0,0,0,5,0,0,30000,1,90,4,2,0,3,30000
335,14000.0,20537.324649,0,14000.0,0,0.0,0,0,0,0,0,5,0,0,0,3,74,13,2,0,3,0
340,129980.0,72421.092184,114980,57000.0,42000,31800.0,7500,0,0,54000,0,5,0,0,52980,2,44,9,1,0,1,168980
345,373600.0,125385.77154,8000,511800.0,146200,0.0,0,1,0,0,0,1,1,0,8000,1,37,10,1,3,1,8000
350,1360000.0,197806.86373,384000,1157000.0,181000,64500.0,0,1,575000,25000,0,4,0,1,295000,3,63,14,2,0,2,409000
355,300.0,23780.06012,300,0.0,0,0.0,0,0,0,0,0,1,0,1,300,2,58,6,2,0,3,300
360,379190.0,136194.88978,89190,540000.0,250000,33635.0,0,1,0,66700,0,5,0,1,22490,2,38,12,1,0,1,155890
365,573200.0,35670.09018,323000,250200.0,0,10000.0,0,1,0,100000,0,3,0,1,46000,3,80,9,2,0,3,423000
370,135544000.0,5577505.01,113125000,33319000.0,10900000,109315000.0,0,1,20119000,2100000,0,4,0,1,525000,3,71,12,1,0,1,115225000
375,360.0,35670.09018,360,0.0,0,0.0,0,0,0,0,0,2,0,0,360,3,55,8,2,0,1,360
380,225570.0,72421.092184,219070,17000.0,10500,212000.0,2000,0,0,210000,0,4,0,0,7070,2,51,8,2,0,1,429070
385,316100.0,86472.945892,157400,292700.0,134000,73925.0,0,1,0,127000,0,4,0,1,30400,2,47,8,1,1,1,284400
390,917900.0,58369.238477,721300,412000.0,215400,296500.0,0,1,0,285000,0,5,0,1,3500,2,73,12,2,0,1,1006300
395,84200.0,36751.002004,12000,72200.0,0,0.0,0,1,0,0,0,5,0,1,8000,1,72,9,1,0,3,12000
400,7576000.0,611796.09218,2833000,5243000.0,500000,1781400.0,285000,1,4560000,2292000,0,3,0,1,104000,3,55,12,2,0,2,5125000
405,-19800.0,30265.531062,80700,4500.0,105000,42000.0,0,0,0,80000,0,2,0,0,700,2,55,13,2,0,2,160700
410,318560.0,62692.885772,4000,342000.0,27440,0.0,0,0,0,0,0,2,1,0,4000,3,38,12,1,2,1,4000
415,16585200.0,787984.71944,1163200,15774000.0,352000,556000.0,256000,1,14350000,500000,0,5,0,1,14500,2,67,11,1,0,2,1663200
420,3794500.0,0.0,1270000,3625000.0,1100500,667000.0,100000,1,1200000,475000,0,4,0,0,113000,3,46,12,1,3,2,1745000
425,574460.0,157813.12625,67860,981200.0,474600,2600.0,2600,1,15000,46000,0,4,0,1,19260,3,43,13,1,2,1,113860
430,173333000.0,2788752.505,127618000,48552000.0,2837000,88860000.0,67960000,1,7428000,5150000,0,4,0,1,15688000,3,55,13,1,1,2,132768000
435,-43599.0,19456.412826,101,0.0,43700,0.0,0,0,0,0,1,2,1,0,101,2,37,9,2,2,4,101
440,60918000.0,1077669.0882,20835000,40083000.0,0,10500000.0,0,1,9000000,400000,1,2,0,1,1435000,3,64,8,2,0,3,21235000
445,100000.0,85392.034068,27000,348000.0,275000,0.0,0,1,0,0,0,5,0,1,27000,2,38,11,1,2,1,27000
450,239100.0,85392.034068,22600,264800.0,48300,5075.0,0,1,0,20500,0,2,1,0,2000,1,44,8,1,2,1,43100
455,5958800.0,289684.36874,2900800,3087000.0,29000,2560000.0,2280000,1,0,130000,0,3,0,1,340800,3,60,12,1,0,2,3030800
460,14985000.0,2496906.3126,13286000,1699000.0,0,10350000.0,500000,1,869000,3000000,0,5,1,0,136000,3,60,12,1,0,2,16286000
465,85621.0,11890.03006,61,86000.0,440,0.0,0,1,0,0,0,4,0,0,61,2,62,8,2,0,3,61
470,136000.0,90796.593186,66000,300000.0,230000,25000.0,0,1,0,25000,0,4,0,1,41000,2,31,9,1,3,1,91000
475,6680500.0,934988.72745,6347500,609000.0,276000,3300000.0,385000,1,0,3100000,0,4,0,1,92500,3,57,13,1,2,1,9447500
480,195000.0,14051.853707,0,207000.0,12000,0.0,0,1,26000,0,0,5,0,0,0,1,58,2,2,1,1,0
485,2630000.0,489653.05611,1064000,1566000.0,0,779250.0,24000,1,0,871000,0,4,0,1,68000,3,50,12,1,0,1,1935000
490,347405.0,30265.531062,1405,346000.0,0,0.0,0,1,0,0,0,1,0,0,1405,2,70,10,1,0,2,1405
495,-76950.0,32427.354709,1050,0.0,78000,250.0,0,0,0,250,0,3,0,0,800,3,41,9,1,0,1,1300
500,480100.0,324273.54709,288000,425000.0,232900,123750.0,0,1,0,225000,0,4,0,1,23000,2,51,14,1,1,1,513000
505,23160.0,44317.38477,18460,23700.0,19000,14000.0,0,0,0,14000,0,4,1,0,2460,1,49,11,2,2,1,32460
510,15530.0,94039.328657,1370,173400.0,159240,0.0,0,1,0,0,0,4,0,0,1370,2,47,8,1,2,1,1370
515,425590.0,193483.21643,171090,365500.0,111000,144000.0,0,1,0,144000,0,5,0,1,27090,2,52,8,1,2,1,315090
520,845300.0,205373.24649,240800,864500.0,260000,57000.0,0,1,0,190000,0,5,0,0,50800,2,53,12,1,2,1,430800
525,26294300.0,1002437.6253,16166200,10128100.0,0,11803000.0,9000000,1,1000000,400000,0,5,0,1,4516000,3,77,14,1,0,3,16566200
530,3466000.0,496138.52705,466000,5500000.0,2500000,160000.0,160000,1,1000000,0,0,2,0,0,6000,3,58,14,1,3,2,466000
535,1078500.0,94039.328657,183500,1133000.0,238000,77000.0,40000,1,250000,37000,0,2,0,1,66500,2,52,9,1,0,1,220500
540,135775000.0,4539829.6593,131140000,4635000.0,0,74837800.0,6680000,1,0,12013000,0,3,0,1,2435000,3,76,13,1,0,2,143153000
545,12156000.0,5523459.4188,7336000,7090000.0,2270000,6271600.0,0,1,800000,436000,0,4,0,1,800000,3,40,12,1,3,1,7772000
550,12771080.0,646385.27054,11221080,1550000.0,0,7800000.0,0,1,0,5000000,0,5,0,1,112080,3,81,13,1,0,3,16221080
555,697700.0,75123.371743,487200,348500.0,138000,194520.0,0,1,0,479000,0,3,0,1,5700,3,56,12,1,0,1,966200
560,1343700.0,92958.416834,130700,1573000.0,360000,0.0,0,1,241000,0,0,5,0,1,44700,3,48,9,1,3,2,130700
565,74950.0,63773.797595,8000,242000.0,175050,0.0,0,1,0,0,0,4,0,0,8000,2,30,13,2,0,1,8000
570,134200.0,80960.295591,48980,135700.0,50480,46000.0,0,1,0,46000,0,1,0,1,2980,3,47,10,1,0,1,94980
575,386300.0,98362.975952,157900,390000.0,161600,38450.0,0,1,0,151000,0,5,0,0,5400,3,62,11,1,0,1,308900
580,27652000.0,6172006.513,25182000,2470000.0,0,9074350.0,0,1,800000,6099000,0,4,0,1,453000,3,65,14,1,0,2,31281000
585,590.0,37831.913828,6290,18300.0,24000,539.0,0,0,0,980,0,3,0,0,5310,2,24,12,1,0,1,7270
590,67735500.0,10625363.226,43524300,26325200.0,2114000,34782500.0,5480000,1,10730000,3067000,0,2,0,1,987300,3,48,13,1,3,1,46591300
595,72380.0,17294.589178,1280,71100.0,0,0.0,0,1,0,0,0,2,0,1,1280,3,66,8,2,0,3,1280
600,252500.0,115657.56513,168500,290000.0,206000,88000.0,0,1,0,0,0,2,0,1,60000,3,39,13,2,0,1,168500
605,-4400.0,32427.354709,1300,29000.0,34700,0.0,0,0,0,0,0,4,0,0,500,0,42,9,2,3,1,1300
610,-4600.0,37831.913828,200,15800.0,20600,0.0,0,0,0,0,0,1,0,1,200,0,31,10,1,1,1,200
615,293350.0,52964.679359,194350,99000.0,0,14000.0,0,1,0,90000,0,2,0,0,4350,3,74,3,2,1,3,284350
620,63101.0,16213.677355,601,78000.0,15500,0.0,0,1,0,0,0,1,0,0,1,1,84,4,2,0,3,601
625,168700.0,88634.769539,48700,329000.0,209000,4300.0,0,1,0,43000,0,3,0,0,5700,3,37,12,1,0,1,91700
630,40000.0,100524.7996,47200,293000.0,300200,30000.0,17000,1,0,26000,0,5,0,1,4200,2,52,13,2,0,1,73200
635,18330200.0,2118587.1743,12894000,5436200.0,0,7752600.0,2200000,1,0,2029000,0,3,0,1,665000,3,52,13,1,2,1,14923000
640,250900.0,68097.44489,2000,379000.0,130100,0.0,0,1,0,0,0,3,0,0,2000,2,75,9,2,0,3,2000
645,1556000.0,438850.2004,660000,1201000.0,305000,362000.0,0,1,700000,620000,0,2,0,0,10000,3,62,13,1,0,1,1280000
650,283300.0,86472.945892,178800,274500.0,170000,113700.0,78000,1,0,73000,0,5,0,1,20800,2,32,10,1,1,1,251800
655,14340.0,35670.09018,900,14000.0,560,0.0,0,0,0,0,0,5,0,0,900,2,63,12,2,0,1,900
660,34245300.0,562074.1483,606000,35339300.0,1700000,300000.0,0,1,26630000,300000,0,5,0,1,306000,3,64,9,1,0,2,906000
665,249260000.0,12668286.573,220056000,29204000.0,0,179787150.0,170390000,1,19690000,12290000,0,5,0,1,1786000,3,79,8,1,0,3,232346000
670,8081500.0,995519.78958,3597500,5484000.0,1000000,2911000.0,450000,1,100000,2192000,0,4,0,1,35500,3,50,13,1,2,1,5789500
675,508500.0,210777.80561,493000,35000.0,19500,47000.0,0,0,0,470000,1,4,0,0,23000,3,45,12,1,1,1,963000
680,56930.0,30265.531062,330,72000.0,15400,0.0,0,1,0,0,0,1,0,0,330,1,52,5,1,3,3,330
685,1477400.0,153489.47896,183000,1451000.0,156600,24000.0,18000,1,0,40000,0,5,0,1,125000,3,71,12,2,0,1,223000
690,246900.0,44317.38477,124200,146000.0,23300,0.0,0,1,0,0,0,3,0,0,88200,0,39,12,2,1,1,124200
695,93090.0,43236.472946,29500,157500.0,93910,525.0,0,1,0,1500,0,3,0,1,28000,3,47,8,1,1,1,31000
700,27110.0,31346.442886,21900,14060.0,8850,1180.0,0,0,0,5900,0,2,1,1,16000,2,22,8,1,0,1,27800
705,4801000.0,551265.03006,5416000,645000.0,1260000,5385000.0,4500000,0,0,385000,0,3,0,1,31000,3,53,12,2,0,3,5801000
710,113440.0,60531.062124,100340,42000.0,28900,80000.0,80000,0,0,0,0,5,0,1,340,2,39,13,1,2,1,100340
715,50.0,27022.795591,50,0.0,0,0.0,0,0,0,0,0,3,0,0,50,1,68,2,1,0,3,50
720,4520.0,29184.619238,2020,2500.0,0,1050.0,0,0,0,1500,0,5,0,0,520,1,40,8,2,0,1,3520
725,512040.0,31346.442886,40,512000.0,0,0.0,0,1,0,0,0,4,0,0,40,3,75,1,2,2,3,40
730,235490.0,86472.945892,3800,635000.0,403310,0.0,0,1,0,0,0,5,0,0,3800,3,67,8,1,0,1,3800
735,878470.0,78906.563126,28570,944900.0,95000,0.0,0,1,606000,0,0,4,0,1,28570,2,37,8,1,2,2,28570
740,282150.0,136194.88978,125750,345000.0,188600,85400.0,0,1,0,80000,0,3,0,1,45750,3,28,12,1,1,1,205750
745,14800.0,50802.855711,5200,10000.0,400,0.0,0,0,0,0,0,1,1,1,5200,0,46,11,2,0,1,5200
750,334250.0,81068.386774,1060,414000.0,80810,0.0,0,1,0,0,0,2,0,0,1060,2,56,8,1,2,1,1060
755,19908000.0,188078.65731,19041000,880000.0,13000,72200.0,0,1,0,18974000,0,3,0,1,7000,3,69,14,1,1,3,38015000
760,486800.0,75663.827655,101800,385000.0,0,0.0,0,1,0,100000,0,5,0,1,1800,2,77,7,2,0,3,201800
765,-38410.0,42155.561122,7000,6700.0,52110,0.0,0,0,0,0,0,3,0,1,7000,1,34,12,2,0,1,7000
770,195159000.0,22039792.084,151150000,44009000.0,0,35270000.0,0,1,10110000,3890000,0,4,0,1,7260000,3,63,12,1,0,1,155040000
775,98940.0,107010.27054,19000,245700.0,165760,6500.0,0,1,0,10000,0,4,0,1,4000,3,76,12,1,0,2,29000
780,234500.0,62692.885772,1400,251000.0,17900,0.0,0,1,0,0,0,5,1,1,1400,1,72,2,1,1,1,1400
785,937600.0,47560.12024,728000,210000.0,400,120000.0,0,1,0,180000,0,4,0,1,518000,2,78,8,1,0,3,908000
790,0.0,8863.4769539,0,0.0,0,0.0,0,0,0,0,0,4,0,1,0,1,29,8,2,1,4,0
795,162310.0,48641.032064,2710,178000.0,18400,0.0,0,1,0,0,0,5,0,0,2710,3,85,11,2,1,3,2710
800,920550.0,252933.36673,350050,840000.0,269500,77050.0,0,1,0,278000,0,2,0,1,68050,2,45,13,1,2,1,628050
805,1167900.0,126466.68337,359200,844500.0,35800,275000.0,0,1,0,311000,0,3,0,1,42000,2,67,8,1,0,3,670200
810,29463500.0,1837550.1002,19629500,11234000.0,1400000,8694000.0,206000,1,0,1210000,0,4,0,1,113500,2,62,2,1,0,3,20839500
815,237680.0,82149.298597,103000,150150.0,15470,9450.0,0,0,0,63000,0,5,0,1,40000,2,39,13,2,0,1,166000
820,-555500.0,36751.002004,9100,899000.0,1463600,0.0,0,1,564000,0,0,3,0,1,9100,2,66,2,1,0,2,9100
825,616631000.0,44122820.641,568346000,48285000.0,0,532390000.0,253410000,1,0,28980000,0,2,0,1,106000,3,87,14,1,0,2,597326000
830,62062900.0,526404.05812,50341900,11721000.0,0,12591500.0,1420000,1,414000,2190000,0,5,0,1,231900,3,68,12,1,0,3,52531900
835,3496300.0,589096.94389,2815000,1027300.0,346000,2165000.0,256000,1,0,1541000,0,2,0,1,718000,3,41,13,1,2,1,4356000
840,624700.0,124304.85972,98700,696000.0,170000,25400.0,0,1,0,88000,0,4,0,1,1700,2,31,12,1,1,1,186700
845,235000.0,90796.593186,96400,152000.0,13400,66750.0,0,1,0,89000,0,5,1,0,7400,3,54,8,1,0,1,185400
850,216780.0,118900.3006,42000,334800.0,160020,1400.0,0,1,0,14000,0,3,0,1,28000,2,50,12,1,4,1,56000
855,96696000.0,4626302.6052,67229000,37187000.0,7720000,41422500.0,22160000,1,10680000,1645000,0,5,0,1,11694000,3,58,14,1,4,2,68874000
860,17371000.0,470196.64329,12332000,5039000.0,0,6512700.0,24000,1,3000,3634000,0,2,1,1,314000,3,74,14,1,0,3,15966000
865,100.0,7025.9268537,100,0.0,0,0.0,0,0,0,0,0,1,0,0,100,1,56,8,2,0,3,100
870,4521800.0,630171.59319,3216000,1617800.0,312000,552900.0,0,1,0,2553000,0,5,0,1,376000,3,63,12,1,0,1,5769000
875,1700900.0,100524.7996,1176900,534000.0,10000,690000.0,900,1,0,407000,0,4,0,0,74000,3,64,12,1,0,1,1583900
880,309800.0,103767.53507,121000,422000.0,233200,23000.0,0,1,75000,92000,0,2,0,0,29000,3,50,12,1,3,1,213000
885,9150.0,20537.324649,150,9000.0,0,0.0,0,1,0,0,0,2,0,0,150,1,62,8,2,0,1,150
890,67750900.0,5279173.3467,7990000,61809000.0,2048100,5310000.0,1110000,1,45190000,6200000,0,3,0,1,480000,3,79,11,1,0,2,14190000
895,9500.0,25941.883768,3000,6500.0,0,500.0,0,0,0,500,0,4,0,1,2500,3,21,9,2,0,1,3500
900,78227400.0,1632176.8537,46303400,36434000.0,4510000,11186000.0,4820000,1,15150000,4220000,0,1,0,1,498400,2,61,11,1,0,2,50523400
905,-105080.0,39993.737475,1360,12000.0,118440,540.0,0,0,0,540,0,5,1,0,820,3,40,12,2,0,1,1900
910,10554300.0,838787.57515,7634300,3242000.0,322000,6489000.0,2300000,1,458000,3189000,0,5,0,1,145000,3,52,12,1,4,1,10823300
915,60950.0,110253.00601,1100,208400.0,148550,0.0,0,1,0,0,0,5,0,0,1100,1,51,9,2,1,1,1100
920,28100.0,59450.150301,30000,24000.0,25900,27000.0,0,0,0,27000,0,5,0,1,3000,2,52,8,1,0,1,57000
925,220000.0,14051.853707,2000,218000.0,0,0.0,0,0,0,0,0,2,0,1,2000,0,74,7,2,0,3,2000
930,-13200.0,28103.707415,2000,0.0,15200,0.0,0,0,0,0,0,1,1,0,2000,1,27,8,2,0,1,2000
935,152800.0,47560.12024,124800,28000.0,0,62800.0,0,0,0,81000,0,4,0,1,43800,1,69,12,2,0,1,205800
940,64000.0,118900.3006,25000,42000.0,3000,0.0,0,0,0,0,0,5,1,0,25000,1,43,9,2,0,1,25000
945,1240010.0,113495.74148,601610,739500.0,101100,172500.0,0,1,0,310000,0,5,0,1,41610,2,73,13,1,0,3,911610
950,204100.0,10809.118236,3100,201000.0,0,0.0,0,1,0,0,0,4,0,0,3100,3,91,8,2,0,3,3100
955,-34980.0,30265.531062,1720,13300.0,50000,0.0,0,0,0,0,0,2,1,0,1720,2,42,4,1,1,1,1720
960,3700.0,67016.533066,4000,0.0,300,0.0,0,0,0,0,1,1,0,0,4000,1,31,8,1,1,1,4000
965,90.0,14051.853707,90,0.0,0,0.0,0,0,0,0,0,2,0,0,90,3,21,8,2,0,4,90
970,153485270.0,4291219.9399,14115270,144979000.0,5609000,8744000.0,204000,1,125330000,0,0,5,0,1,5279270,3,62,12,1,2,2,14115270
975,13727900.0,2799561.6232,205000,13799900.0,277000,104250.0,0,1,10210000,150000,0,5,0,1,55000,3,63,12,1,0,1,355000
980,1244500.0,279956.16232,926000,532500.0,214000,726500.0,25000,1,0,710000,0,5,0,1,58000,3,52,13,1,0,1,1636000
985,6200.0,22699.148297,1200,5000.0,0,0.0,0,0,0,0,0,2,0,0,1200,2,48,3,2,2,4,1200
990,82890.0,39993.737475,1890,180000.0,99000,0.0,0,1,0,0,0,2,0,0,1890,3,82,7,2,0,3,1890
995,26670000.0,2613644.7896,21590000,5080000.0,0,10186800.0,4000000,1,500000,950000,0,3,0,1,1640000,3,75,8,1,0,3,22540000
1000,468820.0,216182.36473,71800,585000.0,187980,32000.0,0,1,0,64000,0,3,0,0,7800,3,43,12,1,2,1,135800
1005,455320.0,74042.45992,126320,351000.0,22000,63000.0,0,1,0,105000,0,4,0,1,21320,3,76,9,1,0,3,231320
1010,1006000.0,98362.975952,755000,251000.0,0,24980.0,0,1,0,623000,0,4,0,1,17000,3,73,13,2,0,3,1378000
1015,322700.0,74582.915832,209000,578000.0,464300,7750.0,0,1,0,155000,0,5,0,1,54000,2,62,13,1,0,3,364000
1020,-263300.0,57288.326653,5300,45000.0,313600,0.0,0,0,0,0,0,5,0,0,5300,3,60,13,2,0,2,5300
1025,12481000.0,1275475.9519,6027000,7524000.0,1070000,4293700.0,0,1,5104000,1522000,0,3,0,1,497000,3,54,13,2,3,2,7549000
1030,1053900.0,156732.21443,808900,245000.0,0,137500.0,0,1,0,425000,0,1,0,1,238900,3,56,10,2,1,1,1233900
1035,1291500.0,27022.795591,809000,482500.0,0,289000.0,0,1,0,270000,0,4,0,1,43000,2,67,12,2,0,3,1079000
1040,460.0,49721.943888,460,0.0,0,0.0,0,0,0,0,0,5,0,0,460,2,42,8,2,2,3,460
1045,210000.0,69178.356713,31000,179000.0,0,1450.0,0,1,0,29000,0,5,0,0,2000,2,41,8,1,1,1,60000
1050,2482800.0,276972.84569,1578800,1204000.0,300000,371000.0,100000,1,0,1205500,0,5,0,1,123300,2,59,13,1,0,3,2784300
1055,20300.0,49721.943888,2800,22400.0,4900,0.0,0,0,0,0,0,5,0,0,2800,1,54,8,2,3,1,2800
1060,11436100.0,476682.11423,602100,10834000.0,0,251250.0,0,1,8500000,350000,0,5,0,0,152100,3,61,8,1,0,2,952100
