,NETWORTH,INCOME,FIN,NFIN,DEBT,EQUITY,STOCKS,HHOUSES,BUS,RETQLIQ,YESFINRISK,SPENDMOR,LATE,EMERGSAV,LIQ,FINLIT,AGE,EDUC,MARRIED,KIDS,OCCAT1,RET_ASSETS
9615,16410.0,75663.827655,4410,21000.0,9000,2010.0,2000,0,0,10,0,4,0,1,2400,2,27,12,2,0,1,4420
9620,870700.0,234557.86573,539700,501000.0,170000,447000.0,0,1,0,447000,0,5,0,1,92700,3,50,13,1,2,1,986700
9625,1104400.0,100524.7996,177400,1041000.0,114000,0.0,0,1,0,17400,0,5,0,0,138000,3,67,8,1,0,3,194800
9630,1645200.0,138356.71343,1235200,558000.0,148000,122100.0,0,1,0,1134000,0,5,0,1,85200,2,74,12,1,0,3,2369200
9635,23239500.0,569640.53106,18378500,5550000.0,689000,17115000.0,3000000,1,150000,8015000,0,2,0,0,13500,3,77,14,1,0,3,26393500
9640,-21050.0,108091.18236,19400,22000.0,62450,5500.0,0,0,0,11000,0,2,1,0,8400,2,61,9,2,1,1,30400
9645,37290.0,71340.180361,4700,35900.0,3310,0.0,0,0,0,0,0,5,1,0,1700,2,31,8,1,1,1,4700
9650,395340.0,42155.561122,76200,566140.0,247000,0.0,0,1,0,0,0,5,0,0,5200,3,55,9,2,0,1,76200
9655,337500.0,94039.328657,76700,311700.0,50900,11730.0,0,1,0,15200,0,3,0,1,61300,3,27,9,1,0,1,91900
9660,3800.0,70259.268537,5800,0.0,2000,300.0,300,0,0,0,0,3,0,1,5500,3,56,8,2,0,1,5800
9665,6501.0,41074.649299,1,10000.0,3500,0.0,0,0,0,0,0,4,0,0,1,1,38,8,1,6,1,1
9670,1537100.0,97282.064128,212000,1465600.0,140500,125000.0,0,1,0,125000,0,2,1,0,87000,2,54,12,1,0,3,337000
9675,53815000.0,2069946.1423,21105000,32710000.0,0,11000000.0,0,1,22510000,1000000,0,2,0,0,95000,2,76,12,1,0,2,22105000
9680,6386000.0,237800.6012,3895000,2491000.0,0,2910100.0,0,1,0,2253000,0,5,0,0,72000,3,61,14,1,1,3,6148000
9685,11128000.0,558831.41283,10147000,1676000.0,695000,4187500.0,0,1,0,1070000,0,4,0,0,397000,3,69,13,1,1,1,11217000
9690,5828800.0,903966.55812,2423000,3744800.0,339000,1578200.0,1250000,1,0,1133000,0,1,0,0,21000,1,75,14,1,0,2,3556000
9695,284000.0,129709.41884,200000,295000.0,211000,190000.0,0,1,0,190000,0,2,0,0,10000,1,46,11,1,0,1,390000
9700,79800.0,8539.2034068,68800,18900.0,7900,2500.0,0,0,0,14000,0,3,0,0,54000,1,34,11,2,0,1,82800
9705,154082550.0,4215556.1122,31874250,131273300.0,9065000,28098650.0,0,1,76500000,3150000,0,4,0,1,1724250,3,56,14,1,4,2,35024250
9710,179500.0,237800.6012,152500,409000.0,382000,40500.0,0,1,0,135000,0,1,0,0,17500,3,47,14,1,1,1,287500
9715,408000.0,10592.935872,16000,522000.0,130000,3000.0,0,1,0,3000,0,4,0,1,5000,1,67,12,1,0,3,19000
9720,2411200.0,64854.709419,37000,2840000.0,465800,15000.0,0,1,1590000,15000,0,3,0,0,22000,2,55,13,2,0,2,52000
9725,9111000.0,180188.001,8172000,972000.0,33000,4546900.0,675000,1,0,1617000,0,2,0,1,29000,3,72,13,1,0,2,9789000
9730,7780.0,64854.709419,5280,2500.0,0,0.0,0,0,0,0,0,3,0,0,280,0,84,1,1,0,1,5280
9735,207910.0,41074.649299,7410,285000.0,84500,0.0,0,1,0,0,0,5,0,0,5710,0,63,8,2,0,4,7410
9740,138500.0,97282.064128,6000,450000.0,317500,0.0,0,1,0,0,0,5,0,0,6000,2,56,6,1,3,1,6000
9745,90400.0,14051.853707,2400,88000.0,0,0.0,0,1,0,0,0,3,0,0,2400,2,67,8,2,0,3,2400
9750,17656000.0,4723584.6693,13320000,4336000.0,0,10875000.0,10000000,1,2000000,1100000,0,5,1,0,1620000,3,63,13,1,0,4,14420000
9755,1122100.0,129709.41884,541400,750700.0,170000,250000.0,0,1,0,500000,0,5,0,1,41400,3,57,12,2,0,2,1041400
9760,837610.0,57828.782565,279100,615000.0,56490,155500.0,120000,1,0,80000,1,2,0,1,54100,2,82,8,2,0,3,359100
9765,8182000.0,354539.07816,8045000,137000.0,0,841900.0,232000,0,0,5708000,0,5,0,1,1688000,3,61,12,1,0,3,13753000
9770,343500.0,111333.91784,87000,474300.0,217800,5000.0,5000,1,0,0,0,4,0,0,62000,3,45,12,1,2,1,87000
9775,204100.0,75231.462926,51000,153100.0,0,22500.0,0,1,0,45000,0,2,0,1,6000,3,77,8,1,0,3,96000
9780,123050.0,32427.354709,11700,267000.0,155650,3080.0,3000,1,0,400,0,1,0,1,8300,3,35,12,2,0,1,12100
9785,33300.0,27022.795591,28500,4800.0,0,0.0,0,0,0,0,0,5,0,0,500,2,40,8,2,0,1,28500
9790,1424500.0,166460.42084,782500,642000.0,0,373250.0,0,1,0,555000,0,4,0,1,27500,3,58,8,1,2,1,1337500
9795,90000.0,77825.651303,26100,384200.0,320300,0.0,0,1,0,0,0,5,0,0,26100,2,30,10,1,1,1,26100
9800,6050.0,32427.354709,250,12000.0,6200,0.0,0,0,0,0,0,2,1,0,250,2,57,8,2,1,1,250
9805,8630.0,15132.765531,930,7700.0,0,0.0,0,0,0,0,0,2,0,0,930,2,68,10,2,0,3,930
9810,783300.0,209696.89379,48500,943000.0,208200,11250.0,0,1,0,25000,0,1,0,1,23500,2,46,10,1,0,1,73500
9815,15670.0,44317.38477,13770,96000.0,94100,9845.0,0,1,0,9800,0,5,0,1,3880,2,39,8,2,0,1,23570
9820,9697500.0,266985.22044,1205000,9354000.0,861500,1190000.0,80000,1,214000,1110000,0,2,0,1,15000,3,63,12,1,0,2,2315000
9825,486320.0,92958.416834,188120,662000.0,363800,116500.0,0,1,0,48000,0,4,0,1,3120,1,63,8,1,0,3,236120
9830,5000.0,54045.591182,2500,3700.0,1200,120.0,0,0,0,2400,0,4,0,0,100,2,31,9,2,4,1,4900
9835,3315000.0,129709.41884,2405000,1215000.0,305000,765000.0,400000,1,0,550000,0,4,0,1,1285000,1,82,13,1,0,3,2955000
9840,5701500.0,107010.27054,2597500,3234000.0,130000,1814100.0,4500,1,0,1755000,0,4,0,1,79000,3,66,14,2,0,3,4352500
9845,53930.0,68097.44489,17830,39600.0,3500,0.0,0,0,0,0,0,4,0,0,17830,2,41,9,1,2,1,17830
9850,12774000.0,2142367.2345,12274000,500000.0,0,4974350.0,752000,0,0,4009000,0,2,0,1,264000,3,80,14,1,0,2,16283000
9855,1.0,10809.118236,1,0.0,0,0.0,0,0,0,0,1,3,0,0,1,2,64,6,2,0,3,1
9860,1444300.0,108091.18236,40300,1660000.0,256000,0.0,0,1,700000,0,0,2,0,0,40300,2,44,13,2,2,2,40300
9865,112077000.0,13306024.549,40241000,78322000.0,6486000,19560000.0,14110000,1,76270000,5450000,1,2,0,1,18181000,3,70,12,1,0,2,45691000
9870,1850.0,10809.118236,1950,5900.0,6000,0.0,0,0,0,0,0,2,1,0,1950,1,27,8,1,0,1,1950
9875,30001.0,21618.236473,1,30000.0,0,0.0,0,0,0,0,0,5,0,0,1,3,38,13,2,0,2,1
9880,597550.0,97282.064128,421750,178200.0,2400,197337.5,0,1,0,339750,0,5,0,1,32000,2,68,12,1,0,1,761500
9885,-33480.0,43236.472946,120,28000.0,61600,0.0,0,0,0,0,1,3,1,0,120,2,49,8,2,2,1,120
9890,66000.0,39993.737475,39000,27000.0,0,0.0,0,0,0,0,0,2,0,1,39000,3,31,12,2,0,1,39000
9895,3253650.0,203427.60521,681850,2836800.0,265000,119000.0,0,1,0,30000,0,5,0,1,11850,0,79,12,1,0,3,711850
9900,91100.0,25941.883768,87000,4800.0,700,16000.0,0,0,0,80000,0,4,0,1,4000,3,72,9,2,0,3,167000
9905,132639000.0,0.0,56913000,77786000.0,2060000,31732700.0,5450000,1,66710000,924000,0,2,0,1,3629000,3,57,12,1,0,2,57837000
9910,1936200.0,115657.56513,1444700,547500.0,56000,1406900.0,0,1,0,1339100,1,4,0,1,46200,3,51,14,1,5,1,2783800
9915,180390.0,35670.09018,10060,262400.0,92070,7000.0,0,0,7200,7000,0,4,1,0,3060,2,48,10,2,0,1,17060
9920,8220.0,57288.326653,25610,47000.0,64390,25330.0,330,0,0,25000,0,5,0,0,280,3,48,9,2,0,1,50610
9925,274700.0,44317.38477,165700,208000.0,99000,136000.0,38000,1,0,25000,0,5,0,0,19700,3,68,13,2,0,1,190700
9930,26000.0,24860.971944,1000,25000.0,0,0.0,0,0,0,0,0,4,0,0,1000,3,40,9,2,0,1,1000
9935,2526000.0,294008.01603,478000,2474000.0,426000,370000.0,0,1,0,440000,0,5,0,1,30000,2,52,12,1,0,1,918000
9940,39800.0,48641.032064,10300,29500.0,0,0.0,0,0,0,0,0,2,0,1,10300,1,44,12,1,1,1,10300
9945,257720.0,35670.09018,58020,201000.0,1300,0.0,0,1,0,0,0,3,0,0,48020,3,59,12,2,0,3,58020
9950,137280.0,30265.531062,28880,113000.0,4600,25000.0,25000,1,0,0,0,4,0,0,3000,2,87,8,2,0,3,28880
9955,81900.0,22699.148297,1100,82200.0,1400,0.0,0,1,0,0,0,3,0,0,1100,1,70,10,1,0,3,1100
9960,1200900.0,205373.24649,527700,911000.0,237800,283500.0,0,1,0,501000,0,2,0,1,26700,3,46,14,1,3,1,1028700
9965,-171600.0,27022.795591,800,4600.0,177000,0.0,0,0,0,0,0,5,1,0,800,3,57,9,1,0,3,800
9970,9800.0,16213.677355,500,9300.0,0,0.0,0,0,0,0,0,2,0,0,500,2,64,4,2,0,3,500
9975,7117600.0,504785.82164,245000,7152000.0,279400,0.0,0,1,1300000,0,0,4,0,1,245000,1,42,3,1,3,2,245000
9980,692830.0,226991.48297,331230,361600.0,0,116750.0,0,1,0,205000,0,4,0,1,40230,3,58,12,1,1,1,536230
9985,1518000.0,46479.208417,370000,1342000.0,194000,30000.0,0,1,300000,60000,0,5,0,1,160000,3,56,9,1,0,2,430000
9990,2875000.0,618281.56313,1529000,2061000.0,715000,1081100.0,0,1,300000,821000,0,4,0,0,266000,3,41,14,1,2,1,2350000
9995,382800.0,216182.36473,78800,565000.0,261000,37650.0,0,1,0,66500,0,4,0,1,12300,2,40,13,1,2,1,145300
10000,7070.0,27022.795591,270,6800.0,0,0.0,0,0,0,0,0,2,0,0,270,2,35,5,1,2,1,270
10005,8143500.0,221586.92385,54000,8089500.0,0,0.0,0,1,2400000,0,0,5,0,0,54000,3,52,13,1,2,3,54000
10010,14690000.0,2886034.5691,12040000,2650000.0,0,7110000.0,0,1,0,8070000,0,1,0,1,635000,3,60,13,1,0,3,20110000
10015,34941000.0,800955.66132,1770000,33171000.0,0,114350.0,0,1,30220000,200000,0,1,0,0,570000,3,53,12,2,0,2,1970000
10020,98040.0,60531.062124,9600,122000.0,33560,0.0,0,1,0,0,0,2,1,0,9600,1,44,9,1,2,1,9600
10025,2884000.0,252933.36673,124000,3341000.0,581000,10000.0,2000,1,12000,40000,0,5,0,1,82000,3,71,13,1,0,1,164000
10030,23070.0,71340.180361,14000,10000.0,930,0.0,0,0,0,0,0,2,1,0,14000,2,28,10,2,0,1,14000
10035,1489000.0,208615.98196,862000,654000.0,27000,533700.0,10000,1,0,750000,0,3,0,1,82000,3,55,13,1,1,1,1612000
10040,121800.0,36751.002004,121800,0.0,0,94800.0,9800,0,0,85000,0,2,0,1,20000,2,54,8,2,0,3,206800
10045,17851.0,65935.621242,5001,19910.0,7060,0.0,0,1,0,0,0,4,0,1,1,3,44,9,2,0,1,5001
10050,38385000.0,864729.45892,688000,38912000.0,1215000,645000.0,60000,1,35810000,585000,0,1,0,0,43000,1,66,12,1,0,2,1273000
10055,1187720.0,192402.30461,725820,707900.0,246000,463050.0,35000,1,0,368000,0,4,0,1,296170,3,40,12,1,5,1,1093820
10060,4320000.0,1189003.006,2960000,1851000.0,491000,1491500.0,0,1,0,2787000,0,2,0,1,121000,3,60,14,1,0,1,5747000
10065,255405000.0,2637424.8497,4745000,250914000.0,254000,244550.0,45000,1,244771000,835000,0,5,0,1,515000,2,62,8,1,0,2,5580000
10070,3822000.0,403180.11022,2238000,1674000.0,90000,1721200.0,0,1,600000,1236000,0,3,0,1,100000,3,55,13,1,1,1,3474000
10075,74800.0,21618.236473,0,171300.0,96500,0.0,0,1,0,0,0,1,1,0,0,2,51,2,1,3,2,0
10080,1612100.0,397775.5511,672900,939200.0,0,0.0,0,1,0,0,0,3,0,1,600400,2,60,12,1,2,3,672900
10085,372350.0,43236.472946,74700,351050.0,53400,0.0,0,1,0,0,0,5,0,1,53700,3,76,13,2,0,3,74700
10090,53070.0,19456.412826,70,53000.0,0,0.0,0,1,0,0,1,2,0,0,70,2,58,4,1,0,4,70
10095,5800.0,122143.03607,13200,11000.0,18400,8100.0,0,0,0,0,0,2,0,1,5100,3,39,11,1,2,1,13200
10100,200500.0,98362.975952,56000,492000.0,347500,0.0,0,1,0,0,0,4,0,1,56000,3,24,12,1,0,1,56000
10105,169020.0,64854.709419,3820,173700.0,8500,600.0,0,1,0,600,0,5,1,1,3220,3,48,9,2,1,1,4420
10110,944200.0,96201.152305,529200,415000.0,0,110400.0,0,0,0,87200,0,5,0,1,442000,3,38,13,2,0,1,616400
10115,1540.0,50802.855711,2000,0.0,460,0.0,0,0,0,0,0,1,0,0,2000,2,55,7,1,0,1,2000
10120,7060.0,33508.266533,7060,0.0,0,0.0,0,0,0,0,0,5,0,1,7060,1,32,11,2,0,1,7060
10125,249700.0,84311.122244,20900,230000.0,1200,0.0,0,1,0,0,0,5,0,0,20900,3,31,8,2,0,1,20900
10130,866800.0,88094.313627,588800,278000.0,0,13760.0,0,1,0,68800,0,5,0,1,220000,3,82,8,1,0,3,657600
10135,1005550.0,194564.12826,6450,1161100.0,162000,0.0,0,1,0,0,0,4,1,0,6450,2,72,10,1,0,3,6450
10140,1206600.0,295088.92786,691600,515000.0,0,595600.0,0,0,0,0,0,2,0,1,99600,3,40,13,1,1,1,691600
10145,1141760.0,103767.53507,1360,1140400.0,0,0.0,0,1,589000,0,0,5,0,1,1360,1,64,10,2,0,1,1360
10150,427300.0,2161.8236473,35000,392300.0,0,0.0,0,1,0,0,1,1,0,1,10000,3,63,8,2,0,3,35000
10155,414400.0,56207.41483,406000,8400.0,0,320000.0,0,0,0,400000,0,3,0,1,6000,1,80,14,2,0,3,806000
10160,921330.0,214020.54108,115330,1754000.0,948000,98300.0,80000,1,0,18300,0,5,0,1,17030,1,48,12,2,0,1,133630
10165,15175.0,54045.591182,8700,36000.0,29525,1700.0,1700,0,0,0,0,4,0,0,7000,2,29,9,2,0,1,8700
10170,3970000.0,165379.50902,326000,3644000.0,0,0.0,0,1,3210000,0,0,5,0,1,326000,3,44,8,1,0,2,326000
10175,151300.0,129709.41884,129000,368000.0,345700,54600.0,40000,1,0,19000,0,4,0,1,70000,2,28,12,1,0,1,148000
10180,24524000.0,2961698.3968,21749000,4875000.0,2100000,17200000.0,17000000,1,0,0,0,5,0,0,26000,3,65,14,1,0,3,21749000
10185,6268400.0,549103.20641,3860000,2458400.0,50000,2560000.0,400000,1,2000000,1400000,0,2,0,1,60000,3,60,13,1,0,2,5260000
10190,176720.0,54045.591182,1820,269200.0,94300,0.0,0,1,0,0,0,3,1,0,1820,2,65,5,1,1,1,1820
10195,539100.0,130790.33066,29500,559600.0,50000,0.0,0,1,0,6000,0,4,0,1,23500,3,67,9,1,0,3,35500
10200,741525.0,123223.9479,520295,390800.0,169570,344500.0,400,1,0,381500,0,3,0,1,47295,3,49,13,1,2,1,901795
10205,290.0,22699.148297,2250,0.0,1960,0.0,0,0,0,0,0,3,1,0,2250,1,32,8,1,3,2,2250
10210,685800.0,189159.56914,361000,522000.0,197200,20000.0,20000,1,0,25000,0,4,0,1,263000,3,44,9,2,0,4,386000
10215,7000.0,38912.825651,9000,0.0,2000,0.0,0,0,0,0,0,1,1,0,1400,2,38,7,2,6,1,9000
10220,850500.0,294008.01603,423000,947500.0,520000,417000.0,217000,1,32500,200000,0,4,0,1,6000,3,59,12,1,0,2,623000
10225,12929340.0,783661.07214,10134400,2920000.0,125060,9840000.0,9440000,1,350000,250000,0,2,0,1,45400,3,79,14,1,0,3,10384400
10230,26550.0,64854.709419,23550,35000.0,32000,9000.0,0,0,0,18000,0,4,0,1,5050,1,53,12,2,1,1,41550
10235,5452640.0,1621367.7355,1619840,4003800.0,171000,970650.0,0,1,2450000,1250000,0,5,0,1,339840,3,57,12,1,1,2,2869840
10240,25500.0,48641.032064,3600,34200.0,12300,0.0,0,0,0,0,0,4,0,0,3600,2,23,8,1,0,2,3600
10245,101800.0,102686.62325,101800,0.0,0,0.0,0,0,0,79000,0,4,0,1,22800,3,45,14,2,0,1,180800
10250,229050.0,60531.062124,150650,203900.0,125500,112500.0,0,1,0,150000,0,3,0,0,650,3,52,8,2,3,1,300650
10255,171700.0,68097.44489,73200,239500.0,141000,29050.0,0,1,0,68000,0,4,0,1,5200,3,43,11,2,0,1,141200
10260,509900.0,95120.240481,100400,409500.0,0,46000.0,0,1,0,0,0,4,0,0,8400,3,39,12,1,4,1,100400
10265,41770.0,23780.06012,1200,40600.0,30,0.0,0,1,0,0,0,3,0,0,1200,2,36,3,1,2,1,1200
10270,182100.0,16213.677355,2100,180000.0,0,0.0,0,1,0,0,0,4,0,1,2100,1,94,8,2,0,3,2100
10275,4655600.0,1352112.6002,749100,4204300.0,297800,332350.0,221000,1,0,470000,0,4,0,1,58100,2,74,14,1,0,3,1219100
10280,455591000.0,11028543.337,315488000,140103000.0,0,214570000.0,0,1,104990000,9140000,0,3,0,1,5148000,2,80,12,1,0,2,324628000
10285,2079000.0,241043.33667,1300000,1328000.0,549000,1020000.0,0,1,375000,1200000,0,5,0,1,100000,3,60,13,1,0,1,2500000
10290,4584300.0,248609.71944,1193300,3410000.0,19000,448000.0,130000,0,2150000,151000,0,5,0,1,452000,3,45,14,1,1,2,1344300
10295,3021000.0,437769.28858,1512000,1929000.0,420000,890000.0,0,1,930000,1500000,0,2,0,0,12000,3,60,14,1,1,2,3012000
10300,410000.0,18375.501002,27000,499000.0,116000,0.0,0,1,0,0,0,5,1,0,26000,2,65,10,2,0,3,27000
10305,570400.0,103767.53507,130800,569600.0,130000,44500.0,0,1,0,128000,0,5,1,0,2800,2,62,12,2,0,1,258800
10310,393770.0,118900.3006,103600,469900.0,179730,88375.0,2000,1,0,87500,0,3,0,1,14100,2,46,8,1,1,1,191100
10315,335400.0,129709.41884,38000,527900.0,230500,27000.0,20000,1,0,7000,0,2,0,0,11000,1,43,12,1,2,1,45000
10320,1152610.0,79987.47495,112010,1063600.0,23000,71100.0,0,1,0,79000,0,4,0,1,33010,2,70,12,1,0,3,191010
10325,17330.0,17294.589178,1030,18000.0,1700,0.0,0,0,0,0,0,5,1,1,1030,3,74,9,2,0,3,1030
10330,377740.0,22699.148297,185340,192400.0,0,0.0,0,0,0,0,0,4,1,0,340,2,55,8,2,0,4,185340
10335,1272700.0,18375.501002,100700,1676000.0,504000,0.0,0,1,38000,0,0,5,0,0,100700,2,75,14,1,0,2,100700
10340,8543000.0,1383567.1343,3449000,6134000.0,1040000,831500.0,0,1,4650000,815000,0,1,0,1,2634000,3,46,14,1,2,2,4264000
10345,300560.0,58369.238477,5860,334000.0,39300,0.0,0,1,0,0,0,5,1,0,5860,2,80,12,1,0,1,5860
10350,3011330.0,172945.89178,24000,3018800.0,31470,20000.0,0,1,2920800,20000,0,3,0,1,4000,2,41,13,1,2,1,44000
10355,1247500.0,102686.62325,902900,344600.0,0,450000.0,0,1,0,900000,0,4,0,1,2900,2,63,10,2,0,3,1802900
10360,0.0,9512.0240481,0,0.0,0,0.0,0,0,0,0,0,3,0,0,0,1,80,1,2,1,2,0
10365,601500.0,132952.15431,318500,366000.0,83000,180000.0,0,1,0,300000,0,5,1,0,18500,3,49,8,2,0,1,618500
10370,538000.0,38912.825651,229400,445600.0,137000,0.0,0,1,0,0,0,5,0,1,149400,2,63,13,2,0,3,229400
10375,1243700.0,52964.679359,925000,318700.0,0,623700.0,0,1,0,693000,0,4,0,1,177000,3,67,11,1,0,3,1618000
10380,198960.0,162136.77355,137960,748000.0,687000,90570.0,53000,1,119000,75900,0,5,0,1,7560,3,31,13,2,0,1,213860
10385,20190.0,49721.943888,8190,15000.0,3000,0.0,0,0,0,0,0,5,0,0,190,2,84,8,2,0,3,8190
10390,94100.0,70259.268537,1100,110100.0,17100,0.0,0,1,0,0,0,5,0,0,1100,0,76,10,2,0,1,1100
10395,507200.0,124304.85972,179100,429000.0,100900,20000.0,20000,1,150000,0,0,5,0,1,159100,1,29,11,1,0,2,179100
10400,120.0,21618.236473,120,0.0,0,0.0,0,0,0,0,0,4,0,0,120,1,68,5,2,0,3,120
10405,136400.0,180512.27455,40000,378000.0,281600,900.0,0,1,0,3000,0,4,0,1,37000,3,59,9,1,2,1,43000
10410,14672200.0,3902091.6834,12831000,2091200.0,250000,5984000.0,0,1,700000,5970000,0,4,0,1,1270000,3,68,14,1,0,2,18801000
10415,6700.0,55126.503006,700,7000.0,1000,0.0,0,0,0,0,0,2,0,1,700,2,54,12,2,0,2,700
10420,4011310.0,1437612.7255,3273310,1958000.0,1220000,1433300.0,214000,1,45000,913000,0,5,0,1,953310,3,37,13,1,1,1,4186310
10425,575900.0,96201.152305,88900,606100.0,119100,1600.0,1600,1,0,0,1,5,0,0,87300,2,56,8,1,1,1,88900
10430,436370.0,166460.42084,308970,411000.0,283600,70650.0,650,1,0,280000,0,3,0,1,28320,2,41,8,1,2,1,588970
10435,339380.0,35670.09018,6880,413500.0,81000,0.0,0,1,0,0,0,5,0,0,6880,3,69,12,1,1,2,6880
10440,168470.0,7134.0180361,12000,213470.0,57000,0.0,0,1,0,0,0,4,0,0,12000,1,73,13,2,0,2,12000
10445,290.0,18375.501002,530,0.0,240,0.0,0,0,0,0,0,3,1,0,330,1,47,7,2,1,1,530
10450,5511800.0,4258792.5852,2334800,5542000.0,2365000,1970000.0,0,1,108000,194000,0,4,0,1,5800,3,58,14,2,0,2,2528800
10455,3900.0,56207.41483,3900,0.0,0,0.0,0,0,0,0,0,4,0,0,3900,2,68,9,2,0,3,3900
10460,493800.0,162136.77355,34500,609300.0,150000,32000.0,0,1,50000,32000,0,5,0,0,2500,3,57,8,1,0,2,66500
10465,-40.0,62692.885772,200,3200.0,3440,0.0,0,0,0,0,0,3,0,0,200,1,43,7,1,3,1,200
10470,621200.0,88634.769539,385200,260000.0,24000,214500.0,0,1,0,215000,0,4,0,1,20200,3,57,10,1,1,1,600200
10475,16200.0,49721.943888,3700,14000.0,1500,0.0,0,0,0,0,0,5,1,0,3700,1,24,3,1,0,1,3700
10480,94526000.0,4525237.3497,56150000,38376000.0,0,27085000.0,0,1,21200000,3170000,0,4,0,1,350000,3,65,13,1,0,3,59320000
10485,183692000.0,6513682.7405,8247000,175445000.0,0,5682000.0,0,1,150000000,5682000,0,4,0,1,2565000,3,75,12,1,0,3,13929000
10490,2820500.0,863648.54709,1148500,1672000.0,0,68000.0,0,1,0,717000,0,4,0,0,421500,3,67,12,1,0,3,1865500
10495,3248700.0,129709.41884,2456700,792000.0,0,1290150.0,128000,1,0,2105100,0,5,0,1,218600,3,62,13,1,0,1,4561800
10500,32187200.0,2680661.3226,7366200,26221000.0,1400000,2850000.0,0,1,21347000,6000000,0,5,0,0,1366200,3,56,12,1,2,2,13366200
10505,837100.0,114576.65331,574500,280400.0,17800,490000.0,0,1,0,350000,0,3,0,1,4500,3,73,8,1,0,3,924500
10510,857730.0,81068.386774,137030,726700.0,6000,125000.0,0,1,0,125000,0,5,0,1,12030,3,66,12,2,0,1,262030
10515,386648020.0,28536072.144,235480020,151168000.0,0,102703650.0,99490000,1,95348000,1531000,0,2,0,1,114534000,3,66,13,1,0,2,237011020
10520,5110500.0,206454.15832,1490500,3623000.0,3000,1317875.0,0,1,2490000,1310000,0,1,0,1,180500,3,68,12,1,0,3,2800500
10525,22070.0,10376.753507,70,22000.0,0,0.0,0,0,0,0,0,5,0,0,70,2,61,7,2,0,3,70
10530,129800.0,27022.795591,18300,161900.0,50400,0.0,0,1,0,0,0,2,0,0,18300,2,80,7,2,0,3,18300
10535,754700.0,170784.06814,147200,1011500.0,404000,27000.0,17000,1,0,0,0,4,0,1,89000,2,57,13,1,1,2,147200
10540,4744000.0,577206.91383,3248400,1507600.0,12000,2825000.0,1000000,1,0,1725000,0,5,0,1,223400,3,53,12,1,1,1,4973400
10545,11400.0,38912.825651,400,11000.0,0,0.0,0,0,0,0,0,5,0,1,400,2,33,2,1,2,1,400
10550,902900.0,60531.062124,902900,0.0,0,0.0,0,0,0,0,0,1,0,0,2900,0,51,8,2,0,1,902900
10555,22200.0,17294.589178,200,46000.0,24000,0.0,0,1,0,0,0,5,0,0,200,2,76,8,1,1,2,200
10560,5680360.0,394532.81563,3312360,2923000.0,555000,2640000.0,0,1,0,3300000,0,5,0,1,7860,3,78,14,2,0,2,6612360
10565,15310100.0,724210.92184,9476000,5834100.0,0,4850000.0,2000000,1,0,5350000,0,5,0,0,326000,3,79,14,1,0,1,14826000
10570,10000.0,36751.002004,2000,28600.0,20600,0.0,0,0,0,0,0,2,0,1,2000,1,57,4,1,5,1,2000
10575,380.0,38912.825651,380,0.0,0,0.0,0,0,0,0,0,1,0,0,380,1,65,9,2,0,3,380
10580,2161450.0,616119.73948,1397450,1988000.0,1224000,297899.95,0,1,475000,878000,0,3,0,1,225450,3,41,13,1,3,2,2275450
10585,3721410.0,239962.42485,1763410,1958000.0,0,717000.0,0,1,1000000,491000,0,1,0,1,142410,0,84,14,2,0,3,2254410
10590,97620.0,5404.5591182,20,99100.0,1500,0.0,0,1,0,0,0,4,0,0,20,2,79,4,2,0,3,20
10595,24064000.0,724210.92184,15182000,14321000.0,5439000,1422800.0,1270000,1,13470000,40000,0,2,0,1,2424000,3,73,12,2,0,3,15222000
10600,1381120.0,102686.62325,792120,589000.0,0,720500.0,660000,1,0,121000,0,3,1,1,11120,2,48,12,2,0,1,913120
10605,7400.0,35670.09018,2600,4800.0,0,0.0,0,0,0,0,0,5,0,0,2600,1,54,10,2,0,1,2600
10610,635400.0,178350.4509,498400,220000.0,83000,335550.0,3600,1,0,414200,0,5,0,1,73000,3,54,9,1,0,1,912600
10615,5512800.0,563155.06012,2320000,3515000.0,322200,630000.0,0,1,188000,2200000,0,5,0,1,120000,3,68,13,1,0,3,4520000
10620,467200.0,108091.18236,93200,664000.0,290000,46400.0,4500,1,0,71200,0,2,1,0,10300,3,42,8,1,1,1,164400
10625,549240.0,151327.65531,326840,359400.0,137000,269500.0,0,1,0,262000,0,5,0,1,8840,3,38,11,1,0,1,588840
10630,451150.0,30265.531062,343550,193100.0,85500,0.0,0,1,0,180000,0,5,0,0,163550,2,53,14,1,1,1,523550
10635,37890900.0,2529333.6673,9031900,29170000.0,311000,3933000.0,848000,1,22160000,2400000,0,1,0,1,1504900,1,62,13,1,0,2,11431900
10640,2279000.0,71340.180361,340000,2019000.0,80000,250000.0,0,1,0,0,0,3,0,1,90000,2,81,13,2,0,3,340000
10645,284310.0,128628.50701,117310,450000.0,283000,5000.0,5000,1,0,100000,1,4,1,0,11810,3,38,8,1,3,1,217310
10650,-17430.0,47560.12024,31970,5600.0,55000,25000.0,0,0,0,31600,0,4,0,1,370,3,51,9,2,2,1,63570
10655,17940.0,50802.855711,7400,12000.0,1460,0.0,0,0,0,0,0,5,0,1,7400,1,71,9,1,0,1,7400
10660,379700.0,35670.09018,1000,474000.0,95300,0.0,0,1,0,0,0,5,1,0,1000,2,67,8,1,2,3,1000
